links,count
2315,3
11112,2
2312,6
2313,4
2318,4
2319,3
2316,2
2317,3
2323,2
2322,1
11122,1
2321,1
2320,9
2327,3
2326,2
2325,3
2331,2
2330,3
2329,2
2328,5
11128,1
2335,4
11134,1
2334,3
50271,1
2333,4
2332,6
11072,1
2336,1
2337,4
2338,6
2339,6
2340,2
2341,4
50276,1
2342,1
2343,2
2344,2
2345,6
2346,5
2347,6
2348,3
2349,3
2350,8
2351,3
2353,4
2352,2
2355,6
2354,5
2357,3
2356,2
2359,2
2358,4
11094,2
2361,4
2360,5
2363,3
2362,1
2365,4
2364,2
2367,9
2366,5
11046,1
2374,4
2375,4
2372,7
2373,2
2370,2
11042,1
2371,5
2368,3
2369,7
2383,9
2380,1
2381,3
2378,6
2379,3
2376,2
58987,1
2377,3
2391,2
2390,4
2389,2
2388,4
2387,2
2386,2
2385,3
2384,1
11071,2
2399,5
2398,4
2397,1
2396,3
2395,2
2394,3
2393,5
2392,4
2404,3
2405,3
2406,4
2407,1
11015,1
2400,5
2401,5
2402,4
2403,3
2412,7
2413,3
11023,1
2415,3
2408,3
11017,1
2409,5
2410,5
2411,4
2421,7
2420,4
2423,5
2422,4
11030,1
2417,3
2416,3
2419,5
2418,3
2429,7
11036,1
2428,1
2431,2
2430,5
2425,6
2424,4
2427,3
2426,4
10462,1
2750,5
2751,3
2748,3
10461,1
2749,3
2746,4
2747,5
2744,4
2745,1
2742,1
2743,3
2741,6
2738,1
2739,2
2736,1
20081,1
10449,1
2737,2
10447,1
2735,2
10446,1
2733,1
2732,5
2730,2
2729,3
20073,1
2728,2
2727,2
51172,1
2726,2
2725,3
2724,3
2723,1
2722,1
2721,6
10433,1
2716,4
2717,3
2718,2
2719,1
2712,2
2713,3
2714,1
2715,3
2708,2
33557,1
2711,5
2704,6
10482,1
2706,4
2707,2
2701,3
2700,1
2703,1
10478,1
2702,2
10473,1
2697,1
2696,2
2699,1
2698,2
2693,1
2692,3
2695,4
2694,3
2689,2
2691,1
2690,3
2811,4
2808,6
2809,5
2814,3
10399,1
2815,2
2812,1
2813,2
2802,1
51121,1
2803,1
2800,3
2801,1
2806,1
2807,1
2804,2
2805,1
2795,1
2794,3
2793,4
2798,5
2797,3
2796,3
2787,4
2785,3
2784,5
2791,1
51109,1
2790,4
2789,3
2788,2
2776,1
2777,4
2778,3
2779,1
10427,2
2781,3
2782,2
2783,1
2768,4
2769,2
2770,4
2771,4
2772,1
2773,1
10422,1
2774,1
2775,6
19977,1
10411,1
2763,3
2762,2
2765,1
2766,2
2753,2
2752,6
2755,4
2757,3
2756,6
2759,1
2758,4
2615,1
2614,3
2613,2
2612,3
2611,4
20210,1
2610,1
2609,2
2608,2
2623,2
2622,2
2621,3
2620,2
2619,1
2618,1
2617,5
2616,4
2598,2
2599,2
2596,1
2594,3
20194,1
2595,3
2592,2
2593,1
2606,3
2607,3
2604,1
2605,2
2602,3
2603,3
2600,2
2581,6
2583,3
51029,1
10359,1
2582,4
10358,1
2576,3
2579,5
2578,1
2589,3
2588,3
10367,1
2591,1
2590,1
2585,4
2584,2
2587,1
2586,5
2564,1
2565,7
10342,1
2566,3
2567,2
2560,2
2561,3
27808,1
10338,1
2563,6
2572,3
2573,1
2574,3
2575,2
2568,2
10345,1
2569,9
2570,3
10346,2
20170,1
2675,2
2674,3
2673,1
2672,2
2679,2
2677,2
2676,4
2683,4
2682,1
2681,3
2680,3
2687,3
2686,3
2685,3
2684,3
2658,2
10242,3
2659,1
2656,1
10240,1
27840,1
2657,1
2662,2
2663,2
2660,3
2661,4
2666,1
2664,3
2665,5
10254,1
2670,2
2671,3
2668,4
2669,4
2641,3
2640,1
2643,1
2642,3
10293,1
2645,4
2644,2
2647,3
33748,1
2646,2
2649,2
2648,2
2651,4
2650,2
2653,1
27901,1
2652,1
2655,1
10303,1
2654,4
2624,1
2625,2
2626,3
2627,1
27874,1
2629,3
2630,2
2631,3
2632,2
2633,4
2634,3
2635,1
2636,3
2637,1
2638,2
2989,2
2988,2
20334,1
2991,1
2990,1
2984,5
2987,2
10698,1
2986,3
2981,4
2980,1
2983,3
2982,3
2976,2
2979,3
3004,2
20348,1
3005,3
3006,1
10719,1
3000,23
3001,14
3002,7
3003,7
2996,1
2997,16
2998,35
10710,1
2999,40
2992,4
2993,3
2994,2
10707,1
2995,2
20302,1
2959,1
2958,1
2957,2
2956,2
2955,1
2953,3
2952,3
2951,3
2950,4
2949,1
2948,2
80610,1
2947,2
2946,1
2945,3
2944,3
2974,3
2975,2
2972,2
2973,1
10747,1
2971,1
2968,1
2969,1
20309,1
2964,1
2965,1
2962,2
2963,2
2960,3
2961,3
10633,1
3050,4
10637,1
3052,1
3055,4
3041,3
3040,2
3043,2
3044,1
3047,2
3065,1
3066,2
3067,3
3070,2
3071,1
3056,3
3058,3
3059,1
3060,2
10644,1
3061,3
3062,2
3063,3
3019,3
3018,2
3017,1
3016,2
3023,2
3022,3
3021,1
3020,1
10668,1
3011,3
20227,1
3010,2
3009,1
10656,2
3008,2
3014,1
3013,1
3012,2
3034,3
3035,3
3032,3
3033,1
3038,1
3039,2
3036,3
3037,1
3027,3
3024,2
10673,1
3025,1
3030,2
3031,1
3028,3
3029,4
2852,1
2853,3
2855,5
10560,1
2848,3
2849,2
2850,4
2851,1
10572,1
2860,3
2861,2
2862,3
2863,3
2856,3
2857,1
2869,5
2868,1
2871,3
2870,1
2865,3
2864,1
2867,2
2866,1
2877,19
2876,19
2879,4
2878,13
2873,1
2872,5
2875,22
2874,11
10598,2
2822,6
2823,2
2821,1
2818,4
2819,1
2816,5
2830,3
50765,1
2831,1
2829,2
2826,5
2827,2
2824,1
2825,3
2838,2
2837,2
2836,1
10611,1
2835,2
2834,2
2833,2
2832,2
2847,4
2846,2
2845,2
2844,3
2843,2
2842,1
2841,2
2840,1
2912,1
2914,1
2915,1
2916,3
2917,2
2918,1
2919,4
2920,1
10504,1
2921,1
2922,2
2923,6
2924,1
2925,4
10510,1
2926,1
2927,2
2929,2
2928,1
2931,2
134943,1
2930,5
2933,4
2932,1
2935,3
2934,2
10518,1
2937,4
2936,5
2939,1
2938,1
10522,1
2941,2
2940,3
2942,1
2882,7
2883,2
2880,10
41123,1
2881,7
2886,2
10534,1
2887,1
2884,3
2885,1
2890,1
2891,1
2888,3
2889,4
2894,2
33484,1
20365,1
2892,2
2893,1
2899,2
2898,2
2897,5
2896,6
2902,2
10549,2
2901,2
2900,1
2907,1
2906,3
2905,4
2904,2
2911,3
2910,1
2909,1
10557,1
2908,2
3284,1
11956,1
3285,6
3286,1
11959,1
3287,1
3280,1
3281,2
11954,1
3282,2
3283,1
3292,1
3293,2
11966,1
3294,1
3295,1
3288,3
3291,1
3268,2
3271,1
3265,2
3264,2
3267,1
3277,3
3279,2
3278,1
3273,2
3274,1
3318,2
3319,1
18486,1
3317,1
3314,2
11923,2
3312,1
34163,1
3326,2
11934,1
3327,2
11932,1
3324,1
3323,1
3320,2
3321,2
3303,3
3302,5
3301,3
3300,2
11905,1
3311,1
3310,2
3309,3
18477,1
3308,2
3307,1
3306,3
3305,2
3304,3
3216,3
3217,1
3218,2
3219,3
3220,1
3223,1
12023,1
3225,2
3226,1
3228,3
18525,1
3229,1
3230,2
3231,1
3201,3
3200,4
3203,1
3202,3
3205,3
3204,1
3207,1
18502,1
3206,2
3209,2
3208,1
3211,1
3213,2
3212,2
3215,1
3214,6
18546,1
3251,2
3248,5
3249,2
11985,1
58259,1
3254,4
11990,1
3253,1
3258,3
34104,1
3259,2
3262,2
3263,2
3260,2
3235,1
3234,5
3233,3
3232,1
3239,1
172840,1
3238,1
11973,1
3243,2
3242,3
3240,2
3247,3
3245,4
3244,1
3165,2
3164,1
3167,2
3166,1
3161,3
3160,2
3163,2
3162,4
27380,1
3157,3
3156,2
3159,2
3158,1
3153,1
3152,1
3155,2
3154,4
3148,1
3149,2
3151,1
58221,1
3144,1
3140,4
3141,2
3142,1
3137,2
18560,1
3138,1
3139,1
3199,1
3198,1
18620,1
11804,1
3196,3
3195,1
11803,1
3194,2
3193,3
3192,6
3191,1
3190,2
89010,1
3188,2
3186,2
3185,4
11792,1
3184,4
3182,5
3180,2
3181,1
27339,1
3178,3
3179,5
3176,13
3177,6
3174,27
3175,11
3172,4
3173,5
3170,1
3171,1
3168,1
3169,1
3099,2
3098,2
3102,3
3089,2
3088,3
3091,2
3090,3
3093,1
3092,2
3095,1
3094,2
3081,2
3082,1
11883,1
3083,3
3084,3
3085,2
3086,1
3087,2
3072,2
3074,4
18626,1
3075,1
3076,4
3077,1
3078,1
3079,4
3130,4
3129,1
3128,1
3133,2
3123,3
3122,1
3121,3
3120,1
3127,2
3126,1
3125,2
3124,2
3115,3
3112,2
3113,1
3118,2
3119,3
11853,1
3106,1
3107,2
3105,1
3110,3
3111,1
3108,5
3109,2
3527,1
3526,2
3525,2
3523,1
3522,1
3520,3
3533,2
3532,3
3531,1
3530,2
3528,1
12215,1
3543,1
3540,3
3541,3
3536,1
3537,1
12209,1
3550,1
12222,1
3551,1
18718,1
33884,1
3548,3
12220,1
3549,1
3546,5
3547,1
3544,1
3545,2
3557,1
3556,1
3559,2
3552,2
3554,3
3565,2
3567,4
3561,2
3563,1
3562,1
12181,1
73459,1
3573,2
3574,2
3575,2
3568,2
3569,4
3570,2
3571,2
12179,1
3580,1
3581,1
3583,3
3576,6
3577,3
3578,3
3459,1
12258,1
3457,2
3463,2
3462,2
3460,1
3467,2
18762,1
3466,1
3465,2
3464,2
3471,2
3470,3
3469,1
3468,1
3472,1
3473,1
3479,1
88659,1
3476,2
3477,3
3483,1
3480,1
3481,1
3486,1
3487,1
3484,3
3489,2
27393,1
3488,3
3491,1
3493,2
3492,2
3495,1
3494,2
3497,2
3496,2
3499,3
3500,4
3503,1
18798,1
3502,2
3504,2
3505,1
3507,1
3508,1
3509,1
18804,1
3510,1
12248,1
3513,1
3514,2
3515,2
3516,5
3517,1
3518,2
73400,1
3519,1
12079,1
3404,1
3405,2
3402,1
3403,3
3400,2
3401,1
3398,2
3399,1
3396,3
3397,5
12066,1
3394,5
3395,4
3392,1
3393,3
3423,2
3422,2
3420,3
3419,2
3416,3
3415,2
3414,2
3413,1
3411,1
3410,2
3409,1
18832,1
3408,1
3437,1
3438,3
3432,2
3434,1
3435,1
12043,1
12038,1
3430,3
18854,1
12032,1
3426,2
12035,1
3427,1
3454,1
3448,1
3450,2
3445,1
3444,1
12055,1
3446,3
3441,2
3440,2
3443,4
3338,6
3339,6
3336,1
3337,2
3342,3
3343,1
3340,2
12141,1
3341,7
3330,3
3331,1
18882,1
3328,1
3329,1
3334,1
3335,1
3332,2
3333,2
3354,2
3353,1
12152,1
3352,3
3359,3
3358,2
3357,2
3356,4
3347,1
18899,1
3346,2
3345,4
3344,1
3350,2
3349,4
3348,2
3368,1
3371,1
3372,2
3373,1
3374,3
3375,3
18913,1
27520,1
3361,2
18915,1
3362,1
3364,1
12100,1
3365,4
3366,1
3367,1
3384,2
3387,3
3386,3
3388,2
3391,3
3390,4
3377,2
3376,1
3379,1
3380,3
3383,1
3382,3
11410,1
3824,1
3825,1
3830,1
3829,1
3834,2
3835,1
3832,1
3833,1
19007,1
11422,1
3836,1
11420,1
3811,1
26689,1
3815,1
3813,1
3819,2
3817,2
3816,3
3821,2
3820,1
3792,1
3793,2
3797,3
3799,1
57845,1
3800,1
3801,1
3803,1
11452,1
42303,1
3806,1
3807,2
3777,1
3776,3
3779,2
3778,2
3781,1
11428,1
3780,5
3783,2
3782,2
3785,1
3784,1
3789,3
11436,1
34636,1
3791,2
3766,3
3767,1
11479,1
3764,2
19060,1
3762,1
3763,2
3760,1
3774,2
3772,1
3773,1
3770,1
3771,1
11480,1
3768,4
3751,1
3750,1
3748,1
3747,1
3746,1
3745,2
3744,2
3759,3
3758,1
3756,1
3755,3
3753,1
19029,1
26676,1
3734,3
3728,1
3729,2
3730,1
3731,3
3740,1
3741,2
3742,2
3736,2
3738,1
3739,1
3717,1
3718,1
3713,3
3712,1
3715,2
19020,1
3726,2
3721,3
3720,4
3723,2
3722,1
3707,1
3706,2
3705,1
3704,1
3710,1
3709,1
3699,3
11282,1
3698,1
3696,2
3701,1
3700,1
3690,2
3691,2
3688,1
3689,1
3694,2
3695,1
3692,1
3693,1
11266,1
3683,2
3680,2
57666,1
3681,1
3686,2
3687,1
3684,3
11269,1
3675,1
11322,1
3674,4
11327,1
3678,2
3665,3
3666,2
3668,1
3671,3
3670,2
3656,2
3658,2
3659,2
3660,1
3648,1
3649,2
11298,1
3652,2
11300,1
3653,2
3654,2
3655,2
3646,2
26781,1
3644,2
3642,2
3641,1
3639,2
3637,2
19189,1
3635,1
3634,1
3630,1
3629,2
3626,2
11339,1
3627,4
3624,3
3625,3
3622,2
11335,1
3623,2
3621,1
3618,2
19169,1
3616,2
3617,2
3613,2
3612,1
11388,1
11390,1
3614,1
3609,1
3608,2
3611,2
3610,3
3604,1
3606,1
3601,2
3602,1
3596,1
3597,1
3592,2
3593,2
3588,3
3589,3
3590,3
3591,3
3584,2
3585,2
3586,1
540114,1
3587,2
4065,2
11651,1
19235,2
4066,3
4071,1
4070,1
4073,1
4072,1
4074,3
4077,2
11660,1
4078,1
11662,2
4080,1
4081,1
4083,1
4085,1
4089,1
4090,1
4091,1
4092,1
4094,1
42012,1
4095,1
11682,1
4033,3
4039,1
96864,1
4037,1
4041,1
4040,1
4047,2
4046,2
4050,1
4051,2
4049,1
4055,2
4052,1
19220,1
4058,2
4056,1
4062,1
4063,2
4061,1
4007,1
4001,2
4003,1
4002,2
4012,1
4015,1
4014,1
4009,1
4008,1
4011,2
19307,1
4020,1
4022,1
4023,1
4016,2
11730,1
4019,4
570848,1
4028,2
4030,1
4031,3
4024,1
4025,2
4026,1
11739,1
3972,2
3971,3
3968,1
11744,1
3981,2
3980,1
19274,1
26920,1
11753,1
3976,1
3990,1
3988,2
3984,1
3999,2
3996,1
3997,3
3994,1
3995,1
11768,1
3992,1
3993,3
3946,1
3947,2
27086,1
11521,1
3939,3
3942,1
3943,2
3960,1
3963,1
3965,1
11548,1
3967,1
11550,1
3966,1
3953,1
3955,1
42129,1
3956,3
3959,1
3958,2
11562,1
3914,2
3915,1
3918,2
3916,1
3917,1
3906,1
3907,1
3904,1
3910,1
3908,1
3909,2
3930,2
3929,1
57466,1
3928,2
3935,1
3934,5
19356,1
3923,2
3922,4
3921,1
3920,1
3927,2
3926,1
3925,1
3924,1
42191,1
3884,1
3885,1
19436,1
3887,2
11599,1
3880,2
3881,1
3876,1
3872,1
3873,1
3903,2
3902,2
42205,1
3899,1
3893,2
3895,1
3894,5
3888,1
3891,1
3890,1
3854,3
3855,1
3852,1
3853,1
3850,2
11627,1
3848,1
3849,2
34437,1
3847,1
11620,1
3844,2
19396,1
3842,1
3843,4
3871,1
3870,3
3869,1
3868,1
202865,1
3865,2
3860,1
3858,1
3857,1
3856,1
4401,1
4402,1
4403,2
4404,2
4406,1
4412,2
4413,3
4384,2
4387,1
4388,2
4391,1
21992,1
4393,2
39083,1
4392,1
13130,1
4397,1
4396,1
4399,1
4369,1
4373,2
4377,1
4382,2
4355,3
4359,1
4358,2
4362,1
4361,2
4360,2
4366,3
4365,1
21964,1
4364,1
4468,1
4464,1
13074,1
4467,4
4477,2
4479,2
4472,2
4473,1
4474,1
4475,2
4453,1
13060,1
4452,1
4454,1
4449,2
4448,2
4450,1
4463,2
4462,3
4457,2
4456,1
4459,1
4438,1
4439,1
4434,1
101334,1
4432,1
4446,1
4447,1
39135,1
13114,1
56345,1
4443,4
4440,1
4420,1
4418,1
4431,2
4429,1
13101,1
4424,2
4537,2
4536,3
4538,2
4540,1
21886,1
4543,1
4542,2
21887,1
4531,2
4530,1
4533,2
4520,1
4521,1
4523,2
4526,2
4527,1
4512,1
4514,1
4507,1
13306,1
4506,2
4504,1
4510,1
4509,2
4502,1
4501,2
13291,1
4491,1
4488,1
4489,1
4495,2
4492,1
4483,2
4480,1
4486,2
4485,1
4605,1
21821,1
4604,1
4607,2
4596,1
4593,3
4592,1
4595,1
4588,1
4584,1
4585,1
13193,2
4586,1
13188,1
4580,1
4581,3
4577,1
4578,3
4575,1
21787,1
4568,1
4567,3
13239,1
4565,2
4561,1
4560,1
21777,1
4558,1
4559,3
4556,1
4557,3
4550,2
4549,1
4546,1
4544,1
4545,1
4131,2
4130,1
4129,2
4128,1
12864,1
4134,1
4138,3
4137,1
4143,1
4142,1
4141,2
4140,1
4147,1
66358,1
4145,1
4150,1
4151,2
4149,2
30363,1
4155,1
4152,1
4156,1
21757,1
4157,1
21697,1
4096,1
4099,1
4098,1
4101,1
4100,3
4102,2
4105,1
12905,1
4106,2
4112,1
4115,3
4116,3
12916,1
4118,1
4119,1
4120,3
4121,2
21725,1
4125,1
4127,1
12807,1
4199,2
12806,1
4197,1
12805,1
12804,1
4195,1
4194,1
4193,3
4192,2
4207,1
12813,1
4205,3
4204,1
4203,2
4202,1
4201,1
12808,1
4214,1
4212,1
30420,2
4223,2
4220,3
4221,1
4219,1
4164,1
12839,1
4160,1
4173,9
4172,5
4175,6
4174,10
4168,1
12840,1
4181,3
4182,1
4183,2
4176,2
4177,5
4178,5
4179,2
4189,2
12862,1
4185,1
4186,3
4187,3
4266,1
4267,1
13001,1
4271,2
4269,1
4256,1
4257,3
4262,1
4260,1
4261,3
4281,1
4280,1
13023,1
4287,2
4286,1
4285,4
4284,1
13011,1
4275,1
4274,2
13010,1
4273,2
4272,1
4278,1
4277,2
4276,1
4233,1
30251,1
4234,1
4235,1
4238,2
4239,1
4224,2
30241,1
30242,1
4227,2
4228,4
4231,1
4248,1
4251,1
4250,2
13053,1
4253,1
4255,1
4254,1
4241,1
4240,1
4243,1
4242,2
4244,2
4247,1
4334,1
4335,1
4333,1
4330,1
4331,1
4328,2
4327,2
12933,1
4322,1
30275,1
4323,1
4320,1
4321,1
4351,2
4347,1
39288,1
12954,1
4344,1
12950,1
4338,3
4337,2
4300,1
4301,3
4303,1
12968,1
4297,1
4299,1
30314,1
4293,2
4295,1
12967,1
4289,1
12962,1
4291,1
4317,2
4319,3
4313,1
4312,1
21530,1
4315,2
4309,1
4311,1
4310,1
4307,2
4886,1
22486,1
4884,1
4883,1
4881,1
4895,1
4893,1
12669,1
4891,1
4888,1
4870,1
12644,1
4865,1
4864,2
30127,1
22476,1
4874,2
4917,1
4918,1
4919,1
4913,2
12625,1
30096,1
4925,3
4926,2
83192,1
4927,15
4920,1
4923,2
4900,1
4902,2
4897,2
4909,1
12621,1
4908,2
22505,1
4947,2
4944,1
4945,4
56851,1
4950,2
4948,1
4954,2
4952,2
4953,1
4956,1
4931,6
4930,5
4929,12
4928,17
4935,2
4934,1
4933,2
4932,4
4938,1
4937,2
4936,4
4940,4
4977,1
4978,1
4981,1
4984,2
4985,1
4988,1
4990,2
4961,1
4960,1
4963,1
4962,2
4965,2
4964,1
4967,2
4966,1
4968,2
4971,1
4970,1
4973,1
22445,1
4975,1
4974,1
5023,1
22367,1
5021,1
12796,1
12795,1
22363,1
5015,1
5013,1
5012,1
5010,1
5009,1
5007,1
5002,1
12777,1
22343,1
4998,1
12775,1
4999,2
12770,1
4994,1
4993,1
5048,1
5050,1
5045,1
5044,1
5041,2
12749,1
5039,1
12744,1
5032,1
12745,1
5033,1
5034,2
5030,1
5024,1
12730,1
5081,1
5080,1
5086,1
5085,1
5075,1
5072,1
5079,2
5076,2
5066,1
5067,1
5064,1
5065,1
5059,1
12704,1
5057,1
5062,1
5063,1
12709,1
5112,1
22329,1
5114,2
5117,2
5107,1
5109,3
5108,1
5110,1
5097,1
5101,2
5103,1
5088,1
5091,1
5093,1
5094,1
5095,1
4613,2
4612,2
12385,1
4609,1
4608,1
4611,2
4610,2
4617,1
4629,1
22230,1
4631,1
4624,1
4636,2
4639,2
4633,2
4635,1
4647,2
4644,1
4640,1
22254,1
4655,3
4654,1
4653,1
22253,1
4652,1
12362,1
4649,1
4662,2
4663,1
12370,1
4659,1
39859,1
12382,1
4670,1
4668,1
4669,2
4666,1
4667,1
4672,2
4677,1
4679,1
12328,1
4682,2
4685,2
4684,2
4687,1
12334,1
4686,3
4690,1
4692,1
4693,1
4696,1
12344,1
4699,1
4706,1
4709,1
4714,1
4713,1
4712,1
4722,1
4720,2
4725,2
4730,1
12314,1
12315,1
4731,2
4728,1
4735,1
4749,1
4751,1
4745,1
4747,1
4741,1
12517,1
4743,1
4736,1
4765,2
12540,1
4764,1
4767,1
4761,1
4763,3
4762,1
4757,1
4759,1
4758,1
4753,1
29744,1
4782,2
4783,1
4780,2
4781,1
4778,1
4779,1
4776,1
4774,1
4772,1
4773,1
4771,3
4768,1
12507,1
4794,1
4793,1
12502,1
29719,1
4788,1
4787,1
4809,1
4811,1
4813,1
4815,1
4800,1
4802,2
12450,1
4803,1
29794,1
4807,3
4824,1
4827,1
4826,1
4831,1
4816,2
12464,1
4819,1
4820,1
22038,1
4842,1
4840,2
4841,2
4847,2
4844,1
4845,1
4835,1
4839,4
4859,2
4858,2
4863,2
4861,3
4860,1
4849,2
4855,1
4854,1
5500,1
5501,1
55356,1
5503,1
20926,1
5497,1
5498,1
5499,1
5493,2
14102,1
29648,1
5491,1
5485,2
48783,1
187463,1
5481,1
29642,1
5482,1
5477,1
5476,1
5479,2
29633,1
5470,1
5466,1
5464,1
5460,2
20883,1
14128,1
5455,1
5454,1
5453,3
5450,1
55307,1
5449,1
5448,1
5447,1
5446,1
5443,1
5432,1
5433,2
5434,1
5425,1
5429,2
14152,1
5409,1
5410,1
5412,1
196183,1
20947,1
5393,1
5387,2
5386,1
5384,1
5391,1
5377,2
5381,2
5380,1
5617,1
5618,1
5624,1
5626,1
5604,1
5606,1
5600,2
5602,3
5612,2
5613,1
5615,1
5609,1
5611,1
5591,1
5590,1
5586,1
5585,1
14270,1
5596,1
5593,2
5592,3
5574,1
5575,1
5572,1
5573,1
20739,1
5571,1
5568,1
5569,1
5579,1
5576,1
5552,1
14288,1
5555,1
5559,1
5561,2
5563,1
5566,1
14274,1
14275,1
5539,1
5541,1
5544,1
5547,1
5549,1
14286,1
5523,2
5520,1
5527,1
5526,1
14324,1
5531,1
14330,1
5530,1
5529,1
29497,1
5535,1
14306,1
5505,1
5511,1
5515,1
144259,1
5229,1
55598,1
5224,1
49028,1
5223,1
5221,1
5217,1
5216,2
13854,1
5246,1
5247,1
5240,1
13849,1
5238,1
5239,2
5236,1
5237,1
5235,1
5197,1
5196,1
5199,1
5198,1
5192,1
5195,1
5188,2
5185,2
5184,1
5187,2
5214,3
5215,2
5209,1
5211,1
13878,1
5206,1
5207,1
179164,1
5203,2
5160,1
13902,1
5152,1
13888,1
13894,1
5158,2
5156,1
5178,2
29337,1
5182,1
5170,1
5171,1
5169,1
5129,1
13931,1
5131,1
5133,2
5124,2
5146,2
5147,1
5148,2
5136,1
5142,2
249550,1
5351,1
5348,1
5349,1
13957,1
5358,1
5354,2
5352,1
20520,1
5363,1
20531,1
5362,1
5360,1
5375,1
5313,1
5325,1
5326,2
5327,1
5320,1
5321,1
20488,1
5323,2
5333,1
20502,1
5343,3
5337,1
5336,1
14011,2
40227,1
5287,1
5294,1
5295,1
5292,1
5299,1
5296,3
5303,1
5302,1
14037,1
5305,1
20600,1
5304,1
5309,1
14044,1
5308,1
20544,1
5250,2
5252,3
14055,1
14056,1
5259,1
5261,1
5263,1
5267,1
5266,1
5270,1
309155,1
5272,2
5276,2
5278,1
5979,1
5980,1
5970,1
5972,1
5966,1
5964,1
29165,1
5953,1
13604,1
6013,1
13598,1
6015,1
6001,1
13585,1
6002,1
6003,1
13588,1
5993,1
5997,1
13568,1
5984,1
5987,1
5986,2
5991,2
5917,1
21462,1
5908,1
5906,1
5907,1
5899,1
5898,1
5894,1
5892,2
5891,1
5948,2
5946,1
5947,1
5942,1
5936,1
5938,1
5939,2
5932,1
5927,1
5920,1
231882,1
5923,2
6098,1
48182,1
6109,1
6108,1
6083,2
13731,1
6086,1
6087,1
6090,2
13736,1
6088,1
6092,1
6129,1
6133,2
6132,2
6134,2
6136,2
6120,1
6037,1
6035,1
6046,1
6043,1
13819,1
6041,1
6022,1
21316,1
13794,1
56015,1
6029,1
6026,2
6024,1
6069,1
13776,1
6067,1
6066,1
6079,1
6078,2
13784,1
6053,1
28929,1
153356,1
6061,1
6062,1
6059,1
5706,1
21131,1
5698,1
56064,1
5701,2
5703,1
5702,1
5722,1
5725,1
48573,1
28918,1
5737,1
5736,1
5743,3
5740,1
5730,1
5728,1
13317,1
5752,1
5758,2
5746,2
5744,1
5750,1
40842,1
5640,1
5643,1
5642,1
5637,1
5636,2
5632,1
5653,1
5654,1
5655,1
5650,1
21230,1
5678,1
5677,1
28809,1
5672,1
5670,1
13382,2
5668,1
5665,1
13376,1
13407,1
5691,1
13403,1
5688,3
13396,1
5830,3
5832,1
5834,1
5835,2
5837,1
5838,1
13487,1
5840,1
5844,2
5850,1
21020,2
5852,2
13440,1
5862,1
56230,1
5860,1
5864,1
21032,1
5865,1
5871,1
5872,1
240255,1
5877,1
5883,1
56253,1
5885,1
13469,1
5766,1
5760,1
5763,1
5772,1
13548,1
5774,1
13546,1
5770,1
5771,1
13547,1
21078,1
5788,1
28733,1
5798,1
5794,1
13504,1
5793,1
13518,1
5802,1
13515,1
5814,1
13522,1
5819,1
5816,1
63114,1
15304,1
6569,2
6571,1
6572,1
6585,2
6590,1
6538,1
6542,2
6530,1
6529,1
6535,1
6532,1
15354,1
15352,1
6551,1
6549,1
6636,1
6637,1
6632,1
36989,1
68344,1
6648,1
6650,1
6606,1
6604,1
6605,1
6602,1
6599,1
6596,1
6595,1
6593,1
6623,1
6618,1
15287,1
162584,1
6611,2
6610,1
15280,1
6433,1
15171,1
6436,1
15175,1
6441,1
6440,1
6442,1
6446,1
6449,1
15187,1
6452,1
37047,1
6453,1
6457,1
6461,1
15207,1
6411,1
200289,1
15212,1
6419,1
6416,1
6423,1
6420,1
6501,1
6500,1
6497,1
15118,1
37101,1
6506,1
162727,1
15124,1
15122,1
6514,3
6515,1
6525,1
15139,1
6467,1
15136,1
6464,1
6478,1
15146,1
15145,1
6473,1
6486,1
6484,1
6485,1
6480,1
6495,1
6490,1
75838,1
6488,1
6489,1
6335,1
6334,1
6323,2
6320,1
6315,1
15049,1
6319,1
6297,1
6298,1
23643,1
6300,1
15103,1
6302,1
6288,1
6290,1
6293,1
6294,2
6280,1
6285,2
6275,1
15076,1
6279,1
6396,1
32346,1
76176,1
6385,1
6374,1
6370,2
6367,1
6366,1
6362,1
6359,1
6352,1
6344,1
6340,1
6342,1
6343,2
6337,1
32355,1
6339,1
46033,1
6199,1
23801,1
6206,1
6207,1
6178,2
6182,1
14924,1
6161,1
6162,1
6164,1
6165,1
6167,1
23768,1
54616,1
14971,1
63292,1
6174,1
32418,1
14949,1
6148,1
6150,1
6159,1
45973,1
6263,2
6258,1
6256,2
23738,1
6247,1
6246,1
6244,1
6242,1
14863,1
6255,1
6253,1
6251,1
6250,1
6249,1
6228,1
14900,1
6230,1
6227,1
6236,1
14887,1
63329,1
6220,1
23688,1
6217,2
7050,1
62632,1
76526,1
14822,1
45152,1
7041,1
7070,1
14845,1
14837,2
7056,1
14785,1
7075,1
7100,1
14810,1
14805,1
7095,1
7089,1
7116,1
7104,1
7128,1
62718,1
7123,1
14769,1
14768,1
7126,1
7145,2
14730,1
7162,1
7167,1
14751,1
7155,1
7156,2
7158,1
6919,1
6913,1
6923,1
6928,1
14705,1
6940,2
32189,1
6941,1
45305,1
6936,1
14713,1
6949,1
6945,1
14656,1
6947,1
6955,1
14677,1
6961,1
6970,1
6979,1
14627,1
6978,1
6980,2
6985,1
6998,2
32246,1
6996,1
6997,1
14650,1
7005,1
7010,1
7013,1
7023,2
